sciName,mainCommonName,order,family,continentDistribution,biogeographicRealm,iucnStatus,distributionNotes
Afronycteris_nanus,Banana Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Neoromicia nana),
Afropipistrellus_bellieri,Bellier's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Afropipistrellus_crassulus,Broad-headed Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Pipistrellus crassulus),
Afropipistrellus_eisentrauti,Eisentraut's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,DD (as Hypsugo eisentrauti),
Afropipistrellus_grandidieri,Grandidier's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,DD (as Pipistrellus grandidieri),
Afropipistrellus_happoldorum,Happolds' Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Afropipistrellus_macrocephalus,Large-headed Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Afropipistrellus_musciculus,Mouse-like Pipistrelle,Chiroptera,Vespertilionidae,Africa,Afrotropic,DD,
Cassistrellus_dimissus,Surat Helmeted Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD (as Eptesicus dimissus),
Cassistrellus_yokdonensis,Yok Don Helmeted Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya,NE,
Chalinolobus_dwyeri,Large-eared Pied Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,VU,
Chalinolobus_gouldii,Gould's Wattled Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Chalinolobus_morio,Chocolate Wattled Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Chalinolobus_neocaledonicus,New Caledonian Wattled Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,EN,
Chalinolobus_nigrogriseus,Hoary Wattled Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Chalinolobus_orarius,Coastal Wattled Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,NE,
Chalinolobus_picatus,Little Pied Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,NT,
Chalinolobus_tuberculatus,New Zealand Long-tailed Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,CR,
Falsistrellus_mackenziei,Western False Pipistrelle,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,NT,
Falsistrellus_tasmaniensis,Eastern False Pipistrelle,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,VU,
Hypsugo_affinis,Chocolate Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya|Palearctic,LC,
Hypsugo_alashanicus,Alashanian Pipistrelle,Chiroptera,Vespertilionidae,Asia,Palearctic,LC,
Hypsugo_arabicus,Arabian Pipistrelle,Chiroptera,Vespertilionidae,Asia,Afrotropic,DD,
Hypsugo_ariel,Fairy Pipistrelle,Chiroptera,Vespertilionidae,Africa|Asia,Afrotropic|Palearctic,DD,
Hypsugo_cadornae,Cadorna's Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,LC,
Hypsugo_dolichodon,Long-toothed Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD,
Hypsugo_imbricatus,Brown Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya|Australasia,LC (as Pipistrellus imbricatus),
Hypsugo_kitcheneri,Red-brown Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD,
Hypsugo_lanzai,Lanza's Pipistrelle,Chiroptera,Vespertilionidae,Africa,Afrotropic,EN,
Hypsugo_lophurus,Burmese Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD,
Hypsugo_macrotis,Big-eared Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD,
Hypsugo_mordax,Pungent Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD (as Falsistrellus mordax),
Hypsugo_petersi,Peters's Pipistrelle,Chiroptera,Vespertilionidae,Asia|Oceania (Continent),Indomalaya|Australasia,DD (as Falsistrellus petersi),
Hypsugo_pulveratus,Chinese Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya|Palearctic,LC,
Hypsugo_savii,Savi's Pipistrelle,Chiroptera,Vespertilionidae,Africa|Asia|Europe,Palearctic,LC,
Hypsugo_vordermanni,Vordermann's Pipistrelle,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD,
Laephotis_angolensis,Angolan Long-eared Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,DD,
Laephotis_capensis,Cape Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Neoromicia capensis),
Laephotis_kirinyaga,East African Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Laephotis_malagasyensis,Isalo Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,VU (as Neoromicia malagasyensis),
Laephotis_matroka,Malagasy Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Neoromicia matroka),
Laephotis_namibensis,Namib Long-eared Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC,
Laephotis_robertsi,Roberts's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,DD (as Neoromicia robertsi),
Laephotis_stanleyi,Stanley's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Laephotis_wintoni,De Winton's Long-eared Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC,
Mimetillus_moloneyi,Moloney's Mimic Bat,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC,
Mirostrellus_joffrei,Joffre's Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya,DD (as Hypsugo joffrei),
Neoromicia_anchietae,Anchieta's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Pipistrellus anchietae),
Neoromicia_bemainty,Kirindy Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Hypsugo bemainty),
Neoromicia_guineensis,Tiny Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC,
Neoromicia_hlandzeni,Lowveld Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Neoromicia_somalica,Somali Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC,
Neoromicia_zuluensis,Zulu Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC,
Nycticeinops_schlieffenii,Schlieffen's Serotine,Chiroptera,Vespertilionidae,Africa|Asia,Afrotropic|Palearctic,LC (as Nycticeinops schlieffeni),
Nyctophilus_arnhemensis,Northern Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_bifax,Eastern Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_corbeni,Corben's Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,VU,
Nyctophilus_daedalus,Pallid Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_geoffroyi,Lesser Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_gouldi,Gould's Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_heran,Sunda Long-eared Bat,Chiroptera,Vespertilionidae,Asia,Australasia,DD,
Nyctophilus_holtorum,Holts' Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_howensis,Lord Howe Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,EX,
Nyctophilus_major,Western Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_microdon,Small-toothed Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_microtis,Papuan Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Nyctophilus_nebulosus,New Caledonian Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,CR,
Nyctophilus_sherrini,Tasmanian Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,VU,
Nyctophilus_shirleyae,Mount Missim Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,DD,
Nyctophilus_timoriensis,Timor Long-eared Bat,Chiroptera,Vespertilionidae,Asia,Australasia,NE,
Nyctophilus_walkeri,Pygmy Long-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Pharotis_imogene,New Guinea Big-eared Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,CR,
Philetor_brachypterus,Rohu's Bat,Chiroptera,Vespertilionidae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Pseudoromicia_brunnea,Dark-brown Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NT (as Neoromicia brunnea),
Pseudoromicia_isabella,Isabelline Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,DD (as Neoromicia isabella),
Pseudoromicia_kityoi,Kityo's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Pseudoromicia_mbamminkom,Mbam Minkom Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Pseudoromicia_nyanza,Nyanza Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Pseudoromicia_principis,Principe Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,NE,
Pseudoromicia_rendalli,Rendall's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Neoromicia rendalli),
Pseudoromicia_roseveari,Rosevear's Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,EN (as Neoromicia roseveari),
Pseudoromicia_tenuipinnis,White-winged Serotine,Chiroptera,Vespertilionidae,Africa,Afrotropic,LC (as Neoromicia tenuipinnis),
Tylonycteris_fulvida,Indomalayan Lesser Bamboo Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya|Palearctic,NE,
Tylonycteris_malayana,Malayan Greater Bamboo Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya,NE,
Tylonycteris_pachypus,Sunda Lesser Bamboo Bat,Chiroptera,Vespertilionidae,Asia|Oceania (Continent),Indomalaya,LC,
Tylonycteris_pygmaea,Pygmy Bamboo Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya|Palearctic,DD (as Tylonycteris pygmaeus),
Tylonycteris_robustula,Sumatran Greater Bamboo Bat,Chiroptera,Vespertilionidae,Asia,Palearctic|Indomalaya|Australasia,LC,
Tylonycteris_tonkinensis,Tonkin Greater Bamboo Bat,Chiroptera,Vespertilionidae,Asia,Indomalaya|Palearctic,NE,
Vespadelus_baverstocki,Inland Forest Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_caurinus,Northern Cave Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_darlingtoni,Large Forest Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_douglasorum,Yellow-lipped Cave Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_finlaysoni,Finlayson's Cave Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_pumilus,Eastern Forest Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_regulus,Southern Forest Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_troughtoni,Eastern Cave Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespadelus_vulturnus,Little Forest Bat,Chiroptera,Vespertilionidae,Oceania (Continent),Australasia,LC,
Vespertilio_murinus,Eurasian Particolored Bat,Chiroptera,Vespertilionidae,Asia|Europe,Palearctic,LC,
Vespertilio_sinensis,Asian Particolored Bat,Chiroptera,Vespertilionidae,Asia,Palearctic,LC,
Aethalops_aequalis,Bornean Pygmy Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Aethalops_alecto,Common Pygmy Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Alionycteris_paucidentata,Mindanao Pygmy Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Balionycteris_maculata,Bornean Spotted-winged Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Balionycteris_seimundi,Malayan Spotted-winged Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Chironax_melanocephalus,Sundaic Black-capped Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Chironax_tumulus,Sulawesi Black-capped Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,NE,
Dyacopterus_brooksi,Brooks's Dayak Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Dyacopterus_rickarti,Philippine Large-headed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,EN,
Dyacopterus_spadiceus,Common Dayak Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,NT,
Haplonycteris_fischeri,Fischer's Pygmy Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Latidens_salimalii,Salim Ali's Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,EN,
Otopteropus_cartilagonodus,Luzon Pygmy Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Penthetor_lucasii,Lucas's Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC (as Penthetor lucasi),
Sphaerias_blanfordi,Blanford's Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Thoopterus_nigrescens,Common Swift Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,LC,
Thoopterus_suhaniahae,Suhaniah's Swift Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,LC,
Cynopterus_brachyotis,Lesser Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya|Palearctic,LC,
Cynopterus_horsfieldii,Horsfield's Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Cynopterus_luzoniensis,Peters's Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,LC,
Cynopterus_minutus,Minute Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Cynopterus_nusatenggara,Nusatenggara Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,LC,
Cynopterus_sphinx,Greater Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya|Palearctic|Australasia,LC,
Cynopterus_titthaecheilus,Indonesian Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,LC,
Megaerops_albicollis,White-collared Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,NE,
Megaerops_ecaudatus,Temminck's Tailless Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Megaerops_kusnotoi,Javan Tailless Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Megaerops_niphanae,Ratanaworabhan's Tailless Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Ptenochirus_jagorii,Greater Musky Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Ptenochirus_minor,Lesser Musky Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Ptenochirus_wetmorei,Mindanao Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,VU (as Megaerops wetmorei),
Eidolon_dupreanum,Madagascan Straw-colored Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,VU,
Eidolon_helvum,African Straw-colored Fruit Bat,Chiroptera,Pteropodidae,Africa|Asia,Afrotropic,NT,
Eonycteris_major,Greater Dawn Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,NT,
Eonycteris_robusta,Philippine Dawn Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Eonycteris_spelaea,Lesser Dawn Bat,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Indomalaya|Palearctic|Australasia,LC,
Epomophorus_angolensis,Angolan Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,NT,
Epomophorus_anselli,Ansell's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,DD,
Epomophorus_crypturus,Peters's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomophorus_dobsonii,Dobson's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomophorus_gambianus,Gambian Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomophorus_grandis,Sanborn's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,DD,
Epomophorus_intermedius,Hayman's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,DD,
Epomophorus_labiatus,Little Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa|Asia,Afrotropic,LC,
Epomophorus_minor,Minor Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomophorus_pusillus,Lesser Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomophorus_wahlbergi,Wahlberg's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomops_buettikoferi,Büttikofer's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Epomops_franqueti,Franquet's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Hypsignathus_monstrosus,Hammer-headed Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Nanonycteris_veldkampii,Veldkamp's Epauletted Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Pilonycteris_celebensis,Sulawesi Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,LC,
Megaloglossus_azagnyi,Western Woermann's Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Megaloglossus_woermanni,Eastern Woermann's Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Myonycteris_angolensis,Angolan Soft-furred Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Myonycteris_brachycephala,Sao Tome Collared Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,EN,
Myonycteris_leptodon,Sierra Leone Collared Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Myonycteris_relicta,Bergmans's Collared Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Myonycteris_torquata,Little Collared Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Plerotes_anchietae,Broad-faced Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Rousettus_aegyptiacus,Egyptian Rousette,Chiroptera,Pteropodidae,Africa|Asia,Afrotropic|Palearctic,LC,
Rousettus_amplexicaudatus,Geoffroy's Rousette,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Rousettus_leschenaultii,Leschenault's Rousette,Chiroptera,Pteropodidae,Asia,Indomalaya|Palearctic,NT,
Rousettus_linduensis,Linduan Rousette,Chiroptera,Pteropodidae,Asia,Australasia,DD,
Rousettus_madagascariensis,Malagasy Rousette,Chiroptera,Pteropodidae,Africa,Afrotropic,VU,
Rousettus_obliviosus,Comoro Rousette,Chiroptera,Pteropodidae,Africa,Afrotropic,VU,
Rousettus_spinalatus,Bare-backed Rousette,Chiroptera,Pteropodidae,Asia,Indomalaya,VU,
Casinycteris_argynnis,Short-palated Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Casinycteris_campomaanensis,Campo-Ma'an Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,DD,
Casinycteris_ophiodon,Pohle's Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,NE,
Scotonycteris_bergmansi,Bergmans's Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Scotonycteris_occidentalis,Hayman's Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC,
Scotonycteris_zenkeri,Zenker's Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,NT,
Stenonycteris_lanosa,Long-haired Fruit Bat,Chiroptera,Pteropodidae,Africa,Afrotropic,LC (as Stenonycteris lanosus),
Aproteles_bulmerae,Bulmer's Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,CR,
Dobsonia_anderseni,Andersen's Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Dobsonia_beauforti,Beaufort's Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Dobsonia_chapmani,Philippine Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,CR,
Dobsonia_crenulata,Halmahera Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Australasia,LC,
Dobsonia_emersa,Biak Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU,
Dobsonia_exoleta,Sulawesi Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,LC,
Dobsonia_inermis,Solomons Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Dobsonia_magna,New Guinea Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Dobsonia_minor,Lesser Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Dobsonia_moluccensis,Moluccan Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Australasia,LC,
Dobsonia_pannietensis,Panniet Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NT,
Dobsonia_peronii,Western Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya|Australasia,LC,
Dobsonia_praedatrix,New Britain Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Dobsonia_viridis,Greenish Naked-backed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Boneia_bidens,Manado Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,VU,
Harpyionycteris_celebensis,Sulawesi Harpy Fruit Bat,Chiroptera,Pteropodidae,Asia,Australasia,NT,
Harpyionycteris_whiteheadi,Philippine Harpy Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Macroglossus_minimus,Lesser Long-tongued Blossom Bat,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Indomalaya|Australasia,LC,
Macroglossus_sobrinus,Greater Long-tongued Blossom Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,LC,
Syconycteris_australis,Southern Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Syconycteris_carolinae,Halmaheran Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NT,
Syconycteris_hobbit,Moss-forest Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Notopteris_macdonaldii,Fijian Long-tailed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia|Oceania (Biorealm),VU,
Notopteris_neocaledonicus,New Caledonia Long-tailed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Nyctimene_aello,Broad-striped Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nyctimene_albiventris,Common Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC (as Nyctimene albiventer),
Nyctimene_cephalotes,Pallas's Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Australasia,LC,
Nyctimene_certans,Mountain Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nyctimene_cyclotis,Round-eared Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,DD,
Nyctimene_draconilla,Dragon Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,DD,
Nyctimene_keasti,Keast's Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia|Oceania (Continent),Indomalaya|Australasia,NT,
Nyctimene_major,Island Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nyctimene_malaitensis,Malaita Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nyctimene_masalai,Demonic Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,DD,
Nyctimene_rabori,Philippine Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Asia,Indomalaya,EN,
Nyctimene_robinsoni,Queensland Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nyctimene_sanctacrucis,Nendö Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,DD,
Nyctimene_varia,Lesser Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,VU (as Nyctimene varius),
Nyctimene_vizcaccia,Umboi Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nyctimene_wrightae,Happy Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Paranyctimene_raptor,Unstriped Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Paranyctimene_tenax,Steadfast Tube-nosed Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Melonycteris_melanops,Black-bellied Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Nesonycteris_fardoulisi,Fardoulis's Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NT,
Nesonycteris_maccoyi,Malaita Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NE,
Nesonycteris_mengermani,New Georgia Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,NE,
Nesonycteris_woodfordi,Woodford's Blossom Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,LC,
Desmalopex_leucoptera,White-winged Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,VU (as Desmalopex leucopterus),
Desmalopex_microleucoptera,Mindoro Pallid Flying Fox,Chiroptera,Pteropodidae,Asia,Indomalaya,EN (as Desmalopex microleucopterus),
Mirimiri_acrodonta,Fijian Monkey-faced Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Oceania (Biorealm),CR,
Pteralopex_anceps,Bougainville Monkey-faced Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteralopex_atrata,Guadalcanal Monkey-faced Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,EN,
Pteralopex_flanneryi,Greater Monkey-faced Fruit Bat,Chiroptera,Pteropodidae,Oceania (Continent),Australasia,CR,
